Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Lead Time,Factory,Profit Margin
8969,US-2024-162558-CHO-SCR-58000,2025-10-02,2028-03-28,First Class,162558,United States,Knoxville,Tennessee,37918,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,908,Lot's O' Nuts,69.44
8970,US-2024-105914-CHO-TRI-54000,2025-10-02,2028-03-31,Standard Class,105914,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,911,Wicked Choccy's,65.33
8971,US-2024-126074-CHO-SCR-58000,2025-10-02,2028-03-29,Standard Class,126074,United States,Trenton,Michigan,48183,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,909,Lot's O' Nuts,69.44
8972,US-2024-141117-CHO-FUD-51000,2025-10-02,2028-03-31,Standard Class,141117,United States,Springfield,Oregon,97477,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,911,Lot's O' Nuts,66.67
8973,US-2024-162558-CHO-SCR-58000,2025-10-02,2028-03-28,First Class,162558,United States,Knoxville,Tennessee,37918,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,908,Lot's O' Nuts,69.44
8974,US-2024-101308-OTH-LIC-15000,2025-10-02,2028-03-30,Standard Class,101308,United States,Seattle,Washington,98105,Other,Pacific,OTH-LIC-15000,Lickable Wallpaper,60.0,3,30.0,30.0,910,Secret Factory,50.0
8975,US-2024-162558-CHO-NUT-13000,2025-10-02,2028-03-28,First Class,162558,United States,Knoxville,Tennessee,37918,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,908,Lot's O' Nuts,71.35
8976,US-2024-147564-CHO-MIL-31000,2025-10-02,2028-03-29,Standard Class,147564,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,909,Wicked Choccy's,64.92
8977,US-2024-105914-CHO-FUD-51000,2025-10-02,2028-03-31,Standard Class,105914,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,911,Lot's O' Nuts,66.67
8978,US-2024-141117-CHO-FUD-51000,2025-10-02,2028-03-31,Standard Class,141117,United States,Springfield,Oregon,97477,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,911,Lot's O' Nuts,66.67
8979,US-2024-137414-CHO-FUD-51000,2025-10-02,2028-03-29,Standard Class,137414,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,39.6,11,26.4,13.2,909,Lot's O' Nuts,66.67
8980,US-2024-123981-OTH-KAZ-38000,2025-10-02,2028-03-31,Standard Class,123981,United States,New York City,New York,10035,Other,Atlantic,OTH-KAZ-38000,Kazookles,3.25,1,0.25,3.0,911,The Other Factory,7.69
8981,US-2024-101308-CHO-MIL-31000,2025-10-02,2028-03-30,Standard Class,101308,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,910,Wicked Choccy's,64.92
8982,US-2024-143035-CHO-FUD-51000,2025-10-03,2028-03-28,Second Class,143035,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,907,Lot's O' Nuts,66.67
8983,US-2024-101749-CHO-NUT-13000,2025-10-03,2028-03-31,Standard Class,101749,United States,Pasadena,California,91104,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,910,Lot's O' Nuts,71.35
8984,US-2024-149853-CHO-SCR-58000,2025-10-03,2028-04-01,Standard Class,149853,United States,Hialeah,Florida,33012,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,911,Lot's O' Nuts,69.44
8985,US-2024-143035-OTH-GUM-21000,2025-10-03,2028-03-28,Second Class,143035,United States,New York City,New York,10009,Other,Atlantic,OTH-GUM-21000,Wonka Gum,3.75,3,1.95,1.8,907,Secret Factory,52.0
8986,US-2024-144820-CHO-NUT-13000,2025-10-03,2028-03-30,Second Class,144820,United States,Pasadena,Texas,77506,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,909,Lot's O' Nuts,71.35
8987,US-2024-141789-CHO-FUD-51000,2025-10-03,2028-03-29,First Class,141789,United States,Minneapolis,Minnesota,55407,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,908,Lot's O' Nuts,66.67
8988,US-2024-149853-CHO-FUD-51000,2025-10-03,2028-04-01,Standard Class,149853,United States,Hialeah,Florida,33012,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,911,Lot's O' Nuts,66.67
8989,US-2024-134607-CHO-SCR-58000,2025-10-03,2028-03-31,Second Class,134607,United States,Rochester,New York,14609,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,910,Lot's O' Nuts,69.44
8990,US-2024-143035-CHO-NUT-13000,2025-10-03,2028-03-28,Second Class,143035,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,907,Lot's O' Nuts,71.35
8991,US-2024-163818-CHO-SCR-58000,2025-10-04,2028-03-31,Standard Class,163818,United States,Clinton,Maryland,20735,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,909,Lot's O' Nuts,69.44
8992,US-2024-131807-CHO-MIL-31000,2025-10-05,2028-04-02,Standard Class,131807,United States,Chico,California,95928,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,910,Wicked Choccy's,64.92
8993,US-2024-143112-CHO-NUT-13000,2025-10-05,2028-04-01,Standard Class,143112,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,909,Lot's O' Nuts,71.35
8994,US-2024-131807-CHO-FUD-51000,2025-10-05,2028-04-02,Standard Class,131807,United States,Chico,California,95928,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,910,Lot's O' Nuts,66.67
8995,US-2024-131807-CHO-SCR-58000,2025-10-05,2028-04-02,Standard Class,131807,United States,Chico,California,95928,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,910,Lot's O' Nuts,69.44
8996,US-2024-131807-CHO-TRI-54000,2025-10-05,2028-04-02,Standard Class,131807,United States,Chico,California,95928,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,910,Wicked Choccy's,65.33
8997,US-2024-167661-CHO-TRI-54000,2025-10-05,2028-04-02,Standard Class,167661,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,910,Wicked Choccy's,65.33
8998,US-2024-167661-CHO-MIL-31000,2025-10-05,2028-04-02,Standard Class,167661,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,910,Wicked Choccy's,64.92
8999,US-2024-103247-CHO-FUD-51000,2025-10-05,2028-03-31,Second Class,103247,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,908,Lot's O' Nuts,66.67
9000,US-2024-131807-OTH-LIC-15000,2025-10-05,2028-04-02,Standard Class,131807,United States,Chico,California,95928,Other,Pacific,OTH-LIC-15000,Lickable Wallpaper,100.0,5,50.0,50.0,910,Secret Factory,50.0
9001,US-2024-167661-CHO-TRI-54000,2025-10-05,2028-04-02,Standard Class,167661,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,910,Wicked Choccy's,65.33
9002,US-2024-157672-CHO-SCR-58000,2025-10-05,2028-03-30,First Class,157672,United States,Denver,Colorado,80219,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,907,Lot's O' Nuts,69.44
9003,US-2024-143112-OTH-KAZ-38000,2025-10-05,2028-04-01,Standard Class,143112,United States,New York City,New York,10035,Other,Atlantic,OTH-KAZ-38000,Kazookles,13.0,4,1.0,12.0,909,The Other Factory,7.69
9004,US-2024-131807-CHO-SCR-58000,2025-10-05,2028-04-02,Standard Class,131807,United States,Chico,California,95928,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,910,Lot's O' Nuts,69.44
9005,US-2024-143112-CHO-SCR-58000,2025-10-05,2028-04-01,Standard Class,143112,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,909,Lot's O' Nuts,69.44
9006,US-2024-103247-CHO-NUT-13000,2025-10-05,2028-03-31,Second Class,103247,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,908,Lot's O' Nuts,71.35
9007,CA-2024-131807-CHO-MIL-31000,2025-10-05,2028-04-02,Standard Class,131807,Canada,Calgary,Alberta,T1Y,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,910,Wicked Choccy's,64.92
9008,CA-2024-131807-CHO-FUD-51000,2025-10-05,2028-04-02,Standard Class,131807,Canada,Edmonton,Alberta,T5A,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,910,Lot's O' Nuts,66.67
9009,CA-2024-131807-CHO-SCR-58000,2025-10-05,2028-04-02,Standard Class,131807,Canada,Edmonton,Alberta,T5A,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,910,Lot's O' Nuts,69.44
9010,CA-2024-131807-CHO-TRI-54000,2025-10-05,2028-04-02,Standard Class,131807,Canada,Edmonton,Alberta,T5A,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,910,Wicked Choccy's,65.33
9011,CA-2024-131807-OTH-LIC-15000,2025-10-05,2028-04-02,Standard Class,131807,Canada,Calgary,Alberta,T1Y,Other,Pacific,OTH-LIC-15000,Lickable Wallpaper,80.0,4,40.0,40.0,910,Secret Factory,50.0
9012,CA-2024-131807-CHO-SCR-58000,2025-10-05,2028-04-02,Standard Class,131807,Canada,Edmonton,Alberta,T5A,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,910,Lot's O' Nuts,69.44
9013,US-2024-148054-CHO-FUD-51000,2025-10-06,2028-04-03,Standard Class,148054,United States,Meridian,Idaho,83642,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,910,Lot's O' Nuts,66.67
9014,US-2024-148054-CHO-FUD-51000,2025-10-06,2028-04-03,Standard Class,148054,United States,Meridian,Idaho,83642,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,910,Lot's O' Nuts,66.67
9015,US-2024-137421-CHO-MIL-31000,2025-10-06,2028-04-03,Standard Class,137421,United States,Chandler,Arizona,85224,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,910,Wicked Choccy's,64.92
9016,US-2024-146269-CHO-MIL-31000,2025-10-06,2028-03-29,Same Day,146269,United States,Chicago,Illinois,60623,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,905,Wicked Choccy's,64.92
9017,US-2024-109099-CHO-TRI-54000,2025-10-06,2028-04-03,Standard Class,109099,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,910,Wicked Choccy's,65.33
9018,US-2024-148054-CHO-TRI-54000,2025-10-06,2028-04-03,Standard Class,148054,United States,Meridian,Idaho,83642,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,910,Wicked Choccy's,65.33
9019,US-2024-118577-CHO-MIL-31000,2025-10-06,2028-04-03,Standard Class,118577,United States,Belleville,New Jersey,7109,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,910,Wicked Choccy's,64.92
9020,US-2024-136868-CHO-FUD-51000,2025-10-06,2028-04-04,Standard Class,136868,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,911,Lot's O' Nuts,66.67
9021,US-2024-118577-CHO-NUT-13000,2025-10-06,2028-04-03,Standard Class,118577,United States,Belleville,New Jersey,7109,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,910,Lot's O' Nuts,71.35
9022,US-2024-136868-CHO-NUT-13000,2025-10-06,2028-04-04,Standard Class,136868,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,911,Lot's O' Nuts,71.35
9023,US-2024-146269-CHO-TRI-54000,2025-10-06,2028-03-29,Same Day,146269,United States,Chicago,Illinois,60623,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,905,Wicked Choccy's,65.33
9024,US-2024-136868-CHO-TRI-54000,2025-10-06,2028-04-04,Standard Class,136868,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,911,Wicked Choccy's,65.33
9025,US-2024-104003-CHO-FUD-51000,2025-10-07,2028-04-05,Standard Class,104003,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,911,Lot's O' Nuts,66.67
9026,US-2024-148404-CHO-FUD-51000,2025-10-07,2028-04-03,Standard Class,148404,United States,Charlotte,North Carolina,28205,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,909,Lot's O' Nuts,66.67
9027,US-2024-128426-CHO-SCR-58000,2025-10-07,2028-04-03,Standard Class,128426,United States,Houston,Texas,77036,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,909,Lot's O' Nuts,69.44
9028,US-2024-148404-CHO-TRI-54000,2025-10-07,2028-04-03,Standard Class,148404,United States,Charlotte,North Carolina,28205,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,909,Wicked Choccy's,65.33
9029,US-2024-148404-CHO-FUD-51000,2025-10-07,2028-04-03,Standard Class,148404,United States,Charlotte,North Carolina,28205,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,909,Lot's O' Nuts,66.67
9030,US-2024-152709-CHO-MIL-31000,2025-10-07,2028-04-04,Standard Class,152709,United States,Detroit,Michigan,48234,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,910,Wicked Choccy's,64.92
9031,US-2024-148404-CHO-TRI-54000,2025-10-07,2028-04-03,Standard Class,148404,United States,Charlotte,North Carolina,28205,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,909,Wicked Choccy's,65.33
9032,US-2024-108574-CHO-NUT-13000,2025-10-07,2028-04-03,Standard Class,108574,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,31.41,9,22.41,9.0,909,Lot's O' Nuts,71.35
9033,US-2024-108574-CHO-SCR-58000,2025-10-07,2028-04-03,Standard Class,108574,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,36.0,10,25.0,11.0,909,Lot's O' Nuts,69.44
9034,US-2024-108574-CHO-NUT-13000,2025-10-07,2028-04-03,Standard Class,108574,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,909,Lot's O' Nuts,71.35
9035,US-2024-148404-CHO-MIL-31000,2025-10-07,2028-04-03,Standard Class,148404,United States,Charlotte,North Carolina,28205,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,909,Wicked Choccy's,64.92
9036,US-2024-168613-CHO-FUD-51000,2025-10-08,2028-04-06,Standard Class,168613,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,911,Lot's O' Nuts,66.67
9037,US-2024-151596-CHO-MIL-31000,2025-10-08,2028-04-03,First Class,151596,United States,Cranston,Rhode Island,2920,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,908,Wicked Choccy's,64.92
9038,US-2024-105487-CHO-SCR-58000,2025-10-08,2028-04-06,Standard Class,105487,United States,San Diego,California,92105,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,911,Lot's O' Nuts,69.44
9039,US-2024-105487-CHO-SCR-58000,2025-10-08,2028-04-06,Standard Class,105487,United States,San Diego,California,92105,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,911,Lot's O' Nuts,69.44
9040,US-2024-105487-CHO-FUD-51000,2025-10-08,2028-04-06,Standard Class,105487,United States,San Diego,California,92105,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,911,Lot's O' Nuts,66.67
9041,US-2024-105487-CHO-TRI-54000,2025-10-08,2028-04-06,Standard Class,105487,United States,San Diego,California,92105,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,911,Wicked Choccy's,65.33
9042,US-2024-141873-CHO-MIL-31000,2025-10-09,2028-04-06,Standard Class,141873,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,910,Wicked Choccy's,64.92
9043,US-2024-163125-CHO-SCR-58000,2025-10-09,2028-04-03,Second Class,163125,United States,League City,Texas,77573,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,907,Lot's O' Nuts,69.44
9044,US-2024-132430-CHO-NUT-13000,2025-10-09,2028-04-03,First Class,132430,United States,Lakewood,Ohio,44107,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,907,Lot's O' Nuts,71.35
9045,US-2024-117247-CHO-SCR-58000,2025-10-09,2028-04-06,Standard Class,117247,United States,Aurora,Illinois,60505,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,910,Lot's O' Nuts,69.44
9046,US-2024-117247-CHO-MIL-31000,2025-10-09,2028-04-06,Standard Class,117247,United States,Aurora,Illinois,60505,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,910,Wicked Choccy's,64.92
9047,US-2024-163125-CHO-SCR-58000,2025-10-09,2028-04-03,Second Class,163125,United States,League City,Texas,77573,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,907,Lot's O' Nuts,69.44
9048,US-2024-141873-CHO-SCR-58000,2025-10-09,2028-04-06,Standard Class,141873,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,910,Lot's O' Nuts,69.44
9049,US-2024-141873-CHO-FUD-51000,2025-10-09,2028-04-06,Standard Class,141873,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,910,Lot's O' Nuts,66.67
9050,US-2024-141873-CHO-FUD-51000,2025-10-09,2028-04-06,Standard Class,141873,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,910,Lot's O' Nuts,66.67
9051,US-2024-115595-CHO-FUD-51000,2025-10-09,2028-04-03,First Class,115595,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,907,Lot's O' Nuts,66.67
9052,US-2024-162635-CHO-TRI-54000,2025-10-09,2028-04-02,First Class,162635,United States,Wilmington,North Carolina,28403,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,906,Wicked Choccy's,65.33
9053,US-2024-111717-CHO-MIL-31000,2025-10-10,2028-04-08,Standard Class,111717,United States,Aurora,Illinois,60505,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,911,Wicked Choccy's,64.92
9054,CA-2024-126627-CHO-FUD-51000,2025-10-10,2028-04-04,First Class,126627,Canada,Winnipeg,Manitoba,R3R,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,907,Lot's O' Nuts,66.67
9055,CA-2024-126627-CHO-MIL-31000,2025-10-10,2028-04-04,First Class,126627,Canada,Winnipeg,Manitoba,R3R,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,907,Wicked Choccy's,64.92
9056,US-2024-150091-CHO-MIL-31000,2025-10-12,2028-04-08,Standard Class,150091,United States,Lakewood,New Jersey,8701,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,909,Wicked Choccy's,64.92
9057,US-2024-152702-CHO-MIL-31000,2025-10-12,2028-04-08,Standard Class,152702,United States,Rockford,Illinois,61107,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,45.5,14,29.54,15.96,909,Wicked Choccy's,64.92
9058,US-2024-150091-CHO-NUT-13000,2025-10-12,2028-04-08,Standard Class,150091,United States,Lakewood,New Jersey,8701,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,909,Lot's O' Nuts,71.35
9059,US-2024-130505-CHO-SCR-58000,2025-10-12,2028-04-04,Same Day,130505,United States,Wheeling,West Virginia,26003,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,905,Lot's O' Nuts,69.44
9060,US-2024-112431-CHO-NUT-13000,2025-10-12,2028-04-06,Second Class,112431,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,907,Lot's O' Nuts,71.35
9061,US-2024-126536-CHO-MIL-31000,2025-10-12,2028-04-06,First Class,126536,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,907,Wicked Choccy's,64.92
9062,US-2024-168655-CHO-MIL-31000,2025-10-12,2028-04-10,Standard Class,168655,United States,Albuquerque,New Mexico,87105,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,911,Wicked Choccy's,64.92
9063,US-2024-150091-CHO-SCR-58000,2025-10-12,2028-04-08,Standard Class,150091,United States,Lakewood,New Jersey,8701,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,909,Lot's O' Nuts,69.44
9064,US-2024-169607-CHO-FUD-51000,2025-10-12,2028-04-07,First Class,169607,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,908,Lot's O' Nuts,66.67
9065,US-2024-152933-CHO-NUT-13000,2025-10-12,2028-04-08,Standard Class,152933,United States,Dallas,Texas,75081,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,909,Lot's O' Nuts,71.35
9066,US-2024-149146-SUG-HAI-55000,2025-10-12,2028-04-04,Same Day,149146,United States,Monroe,North Carolina,28110,Sugar,Gulf,SUG-HAI-55000,Hair Toffee,9.0,2,7.0,2.0,905,The Other Factory,77.78
9067,US-2024-169362-CHO-NUT-13000,2025-10-12,2028-04-07,First Class,169362,United States,Dallas,Texas,75217,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,908,Lot's O' Nuts,71.35
9068,US-2024-112431-CHO-MIL-31000,2025-10-12,2028-04-06,Second Class,112431,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,39.0,12,25.32,13.68,907,Wicked Choccy's,64.92
9069,US-2024-150091-CHO-MIL-31000,2025-10-12,2028-04-08,Standard Class,150091,United States,Lakewood,New Jersey,8701,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,909,Wicked Choccy's,64.92
9070,US-2024-168655-CHO-FUD-51000,2025-10-12,2028-04-10,Standard Class,168655,United States,Albuquerque,New Mexico,87105,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,911,Lot's O' Nuts,66.67
9071,US-2024-152933-CHO-TRI-54000,2025-10-12,2028-04-08,Standard Class,152933,United States,Dallas,Texas,75081,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,909,Wicked Choccy's,65.33
9072,US-2024-126536-CHO-NUT-13000,2025-10-12,2028-04-06,First Class,126536,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,907,Lot's O' Nuts,71.35
9073,US-2024-152933-CHO-NUT-13000,2025-10-12,2028-04-08,Standard Class,152933,United States,Dallas,Texas,75081,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,909,Lot's O' Nuts,71.35
9074,US-2024-163160-CHO-SCR-58000,2025-10-13,2028-04-08,First Class,163160,United States,Freeport,Illinois,61032,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,908,Lot's O' Nuts,69.44
